,shop_name,link,place,detail_place
0,モロゾフ 福屋八丁堀本店,https://tabelog.com/hiroshima/A3401/A340108/34018047/,八丁堀駅,広島県広島市中区胡町6-26 福屋　八丁堀本店 B1F
