,shop_name,link,place,detail_place
0,神戸ブランド モザイク店,https://tabelog.com/hyogo/A2801/A280102/28039927/,ハーバーランド駅,兵庫県神戸市中央区東川崎町1-6-1 umie MOSAIC  2F
