,shop_name,link,place,detail_place
0,神戸ふたみ堂 新長田店,https://tabelog.com/hyogo/A2801/A280110/28047645/,新長田駅,兵庫県神戸市長田区若松町5-5-1 西友 新長田店内 B1F
